,interest_rate,grade,debt_to_income
11946,13.33,C,18.48
11947,13.99,C,13.53
11948,8.99,B,4.08
11949,16.02,C,12.14
11950,7.35,A,5.54
11951,9.17,B,27.68
11952,16.29,D,20.47
11953,21.85,D,22.32
11954,6.62,A,4.21
11955,12.62,C,9.38
11956,8.39,A,26.05
11957,9.43,B,10.4
11958,14.47,C,23.12
11959,6.72,A,31.33
11960,7.62,A,14.75
11961,11.99,B,22.04
11962,6.71,A,34.9
11963,14.49,C,17.04
11964,12.74,C,19.15
11965,7.69,A,16.43
11966,9.93,B,3.61
11967,13.99,C,7.4
11968,12.99,C,18.13
11969,25.82,E,5.34
11970,13.33,C,16.11
11971,13.58,C,29.24
11972,11.22,B,35.08
11973,10.91,B,14.03
11974,29.49,F,27.09
11975,9.75,B,21.64
11976,14.08,C,5.74
11977,11.44,B,3.98
11978,11.49,B,16.01
11979,17.57,D,27.84
11980,7.56,A,25.15
11981,19.72,D,28.48
11982,11.39,B,18.8
11983,14.09,B,14.79
11984,6.99,A,25.74
11985,15.8,C,33.22
11986,7.21,A,9.3
11987,7.34,A,8.5
11988,8.18,B,0.48
11989,12.35,B,5.75
11990,14.33,C,28.25
11991,6.68,A,27.75
11992,14.47,C,26.82
11993,8.18,B,29.25
11994,12.73,B,17.98
11995,10.99,B,26.67
11996,15.61,C,6.91
11997,10.15,B,6.65
11998,8.39,A,14.56
11999,5.32,A,22.09
12000,9.67,B,8.54
12001,26.3,E,32.05
12002,7.84,A,30.27
12003,7.4,A,8.89
12004,11.31,B,22.38
12005,11.99,B,15.67
12006,19.52,E,18.68
12007,10.99,B,2.4
12008,9.92,B,24.74
12009,6.97,A,16.33
12010,10.99,B,4.52
12011,12.99,C,29.32
12012,8.18,B,15.68
12013,12.99,B,18.97
12014,15.05,C,11.6
12015,16.55,D,23.96
12016,12.74,C,22.63
12017,9.17,B,5.73
12018,15.02,C,30.56
12019,19.48,E,7.15
12020,11.99,B,18.03
12021,13.99,C,5.29
12022,12.61,C,19.44
12023,21.85,D,28.71
12024,12.12,B,7.13
12025,13.35,C,26.67
12026,9.99,B,12.6
12027,13.99,C,21.95
12028,10.42,B,24.68
12029,10.47,B,16.65
12030,10.33,B,25.69
12031,12.74,C,26.62
12032,11.55,B,15.2
12033,9.44,B,34.44
12034,20.49,E,14.27
12035,16.02,C,37.32
12036,10.08,B,8.68
12037,6.68,A,3.51
12038,16.55,D,21.26
12039,9.93,B,29.61
12040,11.98,B,26.97
12041,17.57,D,11.18
12042,7.89,A,17.88
12043,13.49,C,14.75
12044,13.99,C,32.66
12045,5.32,A,14.15
12046,12.99,C,33.8
12047,7.89,A,15.14
12048,14.65,C,17.45
12049,10.56,B,18.16
12050,6.11,A,13.36
12051,14.07,C,15.83
12052,7.39,A,15.29
12053,16.46,C,14.51
12054,13.99,C,14.05
12055,5.32,A,24.2
12056,11.99,C,19.32
12057,7.97,A,32.26
12058,13.56,C,23.87
12059,13.35,C,13.49
12060,12.39,C,9.95
12061,18.06,D,16.95
12062,13.49,C,24.24
12063,6.11,A,11.68
12064,13.99,C,24.59
12065,24.84,E,15.44
12066,7.35,A,25
12067,8.49,A,16.54
12068,14.47,C,10.59
12069,16.91,C,25.46
12070,6.89,A,12.72
12071,20.99,E,15.37
12072,22.45,E,18.75
12073,11.49,B,13.29
12074,6.99,A,14.34
12075,17.86,D,38.38
12076,10.15,B,14.13
12077,16.99,D,4.43
12078,14.47,C,13.2
12079,7.89,A,15.86
12080,17.57,D,9.94
12081,5.31,A,17.55
12082,7.89,A,19.83
12083,12.62,C,8.55
12084,24.37,E,38
12085,12.49,B,17.5
12086,16.99,D,13.19
12087,6.08,A,6.15
12088,11.48,B,7.04
12089,11.47,B,33.79
12090,18.25,D,19.23
12091,19.99,D,27.64
12092,11.98,B,23.74
12093,12.99,C,21.61
12094,13.67,C,11.04
12095,8.19,A,15.34
12096,9.43,B,19.19
12097,20.99,E,18.78
12098,7.35,A,27.91
12099,10.99,B,22.01
12100,11.99,B,26.89
12101,16.2,C,31.26
12102,19.03,D,18.09
12103,7.84,A,14.43
12104,12.69,C,10.65
12105,17.97,D,14.23
12106,14.46,C,31.27
12107,15.05,C,25.06
12108,6.11,A,10.65
12109,9.99,B,9.53
12110,13.18,C,23.76
12111,10.49,B,7.76
12112,14.65,C,23.7
12113,7.07,A,16.75
12114,19.22,D,4.77
12115,16.02,C,10.5
12116,19.03,D,19.05
12117,13.53,B,2.4
12118,15.02,C,40.37
12119,14.08,C,5.41
12120,11.99,C,10.96
12121,22.35,D,23.82
12122,12.62,C,30.68
12123,15.31,C,15.27
12124,11.98,B,12.66
12125,13.99,C,3.13
12126,21.45,D,37.22
12127,16.02,C,22.23
12128,12.99,C,22.14
12129,12.49,B,25.25
12130,16.14,C,21.32
12131,9.58,B,6.68
12132,19.99,E,15.88
12133,11.67,B,10.95
12134,29.69,F,11.28
12135,23.13,F,33.28
12136,9.67,B,21.64
12137,12.74,C,11.93
12138,7.96,A,9.21
12139,12.74,C,30.29
12140,14.49,C,20
12141,14.99,C,22.15
12142,7.84,A,52.46
12143,9.8,B,9.75
12144,10.42,B,29.06
12145,13.49,C,21.12
12146,15.59,C,12.9
12147,11.99,B,7.06
12148,7.84,A,9.02
12149,11.49,B,17.95
12150,6.89,A,6.34
12151,22.45,E,21.14
12152,10.64,B,27.97
12153,17.57,D,22.16
12154,10.42,B,26.71
12155,13.53,B,34.07
12156,13.11,B,19.03
12157,12.74,C,24.13
12158,13.99,C,10.9
12159,16.14,C,32.26
12160,11.99,B,5.38
12161,9.75,B,12.33
12162,13.67,C,24.98
12163,10.49,B,9.74
12164,20.5,E,27.32
12165,9.58,B,10.77
12166,20.5,E,11.24
12167,5.32,A,13.59
12168,12.74,C,30.91
12169,10.91,B,29.34
12170,11.44,B,29.12
12171,8.18,B,20.69
12172,8.08,A,23.18
12173,9.99,B,13.18
12174,7.35,A,2.05
12175,18.25,D,6.42
12176,13.65,C,20.4
12177,10.75,B,11.77
12178,24.37,E,14.2
12179,11.53,B,16.38
12180,11.14,B,14.31
12181,16.02,C,18.55
12182,7.39,A,22.12
12183,15.27,C,8.97
12184,11.98,B,16.91
12185,6.39,A,16.3
12186,11.48,B,10.36
12187,18.99,D,35
12188,12.99,C,36.02
12189,13.49,C,26.88
12190,11.99,C,18.87
12191,7.9,A,21.46
12192,13.56,C,35.79
12193,10.99,B,33.85
12194,14.46,C,15.65
12195,7.89,A,13.76
12196,11.53,B,11.47
12197,7.84,A,2.37
12198,13.99,C,26.29
12199,21,E,11.08
12200,21.49,D,24.75
12201,19.22,D,24.24
12202,18.49,D,6.81
12203,10.47,B,24.23
12204,11.39,B,7.83
12205,6.19,A,15.66
12206,10.99,B,28.48
12207,7.35,A,24.76
12208,7.34,A,6.99
12209,19.99,D,17.85
12210,7.49,A,27.52
12211,7.35,A,35.94
12212,12.29,C,20.47
12213,21.45,D,16.16
12214,16.91,C,15.98
12215,18.55,E,13.88
12216,15.61,D,27.56
12217,13.99,C,23.04
12218,11.99,B,28.7
12219,16.29,C,13.44
12220,11.44,B,33.16
12221,14.08,C,17.66
12222,6.49,A,32.49
12223,13.99,C,20.1
12224,12.49,B,9.88
12225,16.99,D,29.28
12226,15.05,C,19.39
12227,6.19,A,15.97
12228,13.55,D,11.22
12229,12.99,C,13.24
12230,12.29,C,14.26
12231,12.62,C,2.26
12232,19.05,D,26.42
12233,13.53,B,17.44
12234,9.17,B,23.36
12235,14.03,C,16.9
12236,22.74,E,22.74
12237,17.09,D,13.93
12238,6.19,A,0.41
12239,9.43,B,33.62
12240,6.08,A,20.23
12241,7.84,A,11.1
12242,5.32,A,23.02
12243,9.16,B,11.99
12244,12.98,B,10.46
12245,11.06,B,26.89
12246,17.1,C,22.62
12247,10.99,B,15.01
12248,12.99,B,23.29
12249,11.14,B,20.52
12250,5.32,A,11.18
12251,6.67,A,10.07
12252,11.49,B,16.02
12253,15.1,C,22.47
12254,9.76,B,8.22
12255,6.62,A,4.35
12256,13.11,B,19.61
12257,14.3,C,10.66
12258,11.55,B,17.56
12259,10.42,B,36.13
12260,19.99,D,28.54
12261,11.8,B,11.41
12262,11.99,B,9.33
12263,5.32,A,6.33
12264,7.35,A,7.91
12265,13.33,C,10.32
12266,16.01,C,24.6
12267,6.03,A,6.58
12268,12.74,C,16.81
12269,14.52,C,23.99
12270,10.08,B,24.56
12271,24.08,F,15.38
12272,10.42,B,17.66
12273,25.34,E,15.84
12274,13.33,C,8.43
12275,15.31,C,22.36
12276,13.99,C,22.68
12277,11.99,B,7.6
12278,15.02,C,15.63
12279,23.76,F,5.34
12280,19.97,D,30.02
12281,9.75,B,31.63
12282,15.59,D,15.2
12283,13.67,B,4.99
12284,16.99,D,4.38
12285,24.99,E,20.35
12286,11.31,B,14.5
12287,11.49,B,22.83
12288,11.99,B,11.83
12289,7.26,A,14.76
12290,12.73,B,9.18
12291,14.48,C,14.1
12292,9.8,B,4.47
12293,11.49,B,13.99
12294,13.58,C,31.43
12295,10.56,B,39.12
12296,7.49,A,24.25
12297,10.9,B,26.89
12298,16.46,C,9.63
12299,20.89,D,11.4
12300,13.68,C,25.81
12301,13.67,C,36.07
12302,11.98,B,13.39
12303,8.18,B,16.49
12304,15.02,C,19.8
12305,15.99,D,10.83
12306,9.99,B,25.22
12307,10.65,B,23.91
12308,11.99,C,27.22
12309,7.97,A,11.1
12310,12.29,C,19.06
12311,14.52,C,31.99
12312,21.45,D,21.27
12313,7.62,A,4.35
12314,13.56,C,5.06
12315,12.49,B,28.84
12316,14.59,D,16.47
12317,12.12,B,17.74
12318,18.24,D,4.49
12319,15.31,C,13.01
12320,6.03,A,21.79
12321,21.85,D,24.35
12322,8.18,B,17.5
12323,16.91,C,26.48
12324,7.89,A,14.51
12325,13.99,C,20.09
12326,14.52,C,15.01
12327,25.69,F,19.85
12328,10.56,B,15.3
12329,24.85,E,28.15
12330,9.17,B,22.08
12331,10.15,B,36.66
12332,6.89,A,5.52
12333,19.52,E,15.2
12334,18.99,E,27.42
12335,9.58,B,14.15
12336,6.49,A,9.74
12337,11.49,B,20.08
12338,11.99,B,14.22
12339,14.99,C,30.33
12340,16.02,C,3.15
12341,5.32,A,14.82
12342,14.08,C,25.91
12343,11.67,B,14.29
12344,13.05,B,17.26
12345,10.41,B,10.35
12346,12.74,C,23.95
12347,7.84,A,52.74
12348,20.89,D,12.67
12349,18.55,D,26.53
12350,25.11,F,15.37
12351,18.99,E,20.35
12352,12.69,C,31.17
12353,11.67,B,20.19
12354,15.61,D,17.21
12355,14.07,C,20.01
12356,16.01,C,1.86
12357,14.99,C,15.46
12358,15.99,C,7.14
12359,7.89,A,33.72
12360,16.02,C,23.9
12361,7.21,A,4.68
12362,11.99,C,14.67
12363,19.99,E,28.61
12364,18.55,E,30.71
12365,20.2,E,8.35
12366,10.91,B,16.84
12367,15.61,D,18.43
12368,11.44,B,24.93
12369,11.39,B,8.05
12370,11.53,B,26.05
12371,9.99,B,18.27
12372,19.03,D,22.36
12373,8.39,B,20.9
12374,14.65,C,12.2
12375,8.67,B,10.68
12376,12.62,C,18.25
12377,11.49,B,53.29
12378,17.47,D,38.95
12379,9.17,B,12.81
12380,12.12,B,22.12
12381,14.08,C,4.86
12382,14.47,C,26.51
12383,10.42,B,50.07
12384,5.31,A,1.42
12385,12.79,C,17.88
12386,12.98,B,10.62
12387,19.19,E,2.66
12388,5.32,A,19.18
12389,9.17,B,25.36
12390,7.07,A,22.12
12391,11.99,B,11.17
12392,13.98,C,6.41
12393,7.9,A,12.54
12394,9.58,B,25.87
12395,12.39,C,10.73
12396,18.45,D,12.86
12397,7.97,A,27.44
12398,30.49,F,3.06
12399,13.33,C,19.46
12400,14.91,D,18.95
12401,19.05,D,15.82
12402,17.57,D,24.1
12403,13.59,C,53.76
12404,6.03,A,5.61
12405,14.08,C,26.71
12406,9.75,B,14.03
12407,7.21,A,15.72
12408,9.17,B,7.31
12409,10.99,B,12.42
12410,8.39,A,20.82
12411,16.29,D,21.44
12412,13.49,C,7.9
12413,8.99,B,22.24
12414,8.08,A,19.53
12415,26.3,E,15.84
12416,18.25,D,3.81
12417,13.67,B,12.69
12418,19.99,D,10.07
12419,6.72,A,8.46
12420,11.22,C,21.97
12421,18.49,D,32.51
12422,12.99,C,33.97
12423,12.29,C,16.86
12424,10.42,B,10.81
12425,6.49,A,28.38
12426,15.99,C,21.46
12427,12.39,C,4.58
12428,10.75,B,12.57
12429,17.47,D,16.79
12430,18.25,E,39.8
12431,7.99,A,10.27
12432,11.49,B,6.79
12433,12.35,B,9.81
12434,10.99,B,14.96
12435,10.99,B,35.44
12436,12.05,C,27.99
12437,19.99,E,19.78
12438,12.62,C,12.13
12439,12.98,B,10.05
12440,13.58,C,27.18
12441,11.99,B,26.05
12442,16.55,D,15.98
12443,10.75,B,33
12444,17.99,D,34.33
12445,10.42,B,31.52
12446,11.98,B,17.55
12447,7.84,A,15.9
12448,9.44,B,22.22
12449,11.47,B,12.97
12450,7.89,A,11.95
12451,18.06,D,12.49
12452,7.26,A,20.13
12453,14.98,C,32.52
12454,18.06,D,14.79
12455,12.61,C,3.57
12456,18.55,E,11.33
12457,12.79,C,3.73
12458,9.43,B,17.19
12459,9.99,B,14.74
12460,7.9,A,5.18
12461,14.16,C,19.46
12462,22.15,E,20.35
12463,16.01,C,27.59
12464,18.99,D,22.08
12465,13.99,C,17.03
12466,12.99,C,19.44
12467,12.12,B,25.43
12468,19.99,E,33.94
12469,7.9,A,27.44
12470,12.79,C,19.34
12471,14.65,C,15.57
12472,9.44,B,10.42
12473,7.46,A,3.28
12474,11.53,B,9.33
12475,6.24,A,16
12476,13.56,C,21.52
12477,7.07,A,36.08
12478,8.99,B,6.01
12479,7.97,A,23.48
12480,8.46,A,21.8
12481,8.39,B,21.17
12482,6.91,A,21.63
12483,10.75,B,17.27
12484,10.75,B,27.7
12485,16.02,C,5.78
12486,6.99,A,19.73
12487,14.52,C,12.26
12488,20.31,D,24.69
12489,7.97,A,5.56
12490,15.05,C,7.07
12491,11.39,B,13.13
12492,7.66,A,15.4
12493,8.24,B,24.44
12494,20.89,D,36.08
12495,22.35,D,22.77
12496,11.55,B,6.16
12497,10.64,B,10.5
12498,13.58,C,25.37
12499,12.61,C,19.11
12500,13.56,C,17.73
12501,16.02,C,18.23
12502,14.52,C,20.2
12503,9.93,B,17.49
12504,9.17,B,32.91
12505,15.31,C,11.75
12506,11.99,C,4.42
12507,9.44,B,32.65
12508,18.06,D,16.42
12509,18.99,E,32.11
12510,12.73,B,18.96
12511,17.86,D,1.5
12512,16.55,D,37.5
12513,19.42,D,11.42
12514,11.39,B,18.71
12515,8.46,A,37.96
12516,19.19,E,13.23
12517,10.99,B,21.41
12518,10.99,B,16.74
12519,12.05,C,26.22
12520,17.99,D,15.5
12521,11.44,B,8.6
12522,9.93,B,20.52
12523,8.39,B,14.88
12524,5.32,A,18.8
12525,13.67,C,38.14
12526,17.27,D,8.85
12527,20.49,E,17.56
12528,15.22,C,25.14
12529,10.91,B,31.58
12530,5.32,A,3.82
12531,11.44,B,12.67
12532,11.05,B,11.85
12533,12.39,C,16.64
12534,16.14,C,18.42
12535,18.25,E,32.83
12536,15.88,C,22.87
12537,18.67,F,4.7
12538,12.74,C,31.65
12539,9.17,B,21.87
12540,16.29,D,24.57
12541,6.24,A,20.41
12542,9.17,B,14.4
12543,14.52,C,17.35
12544,13.66,C,20.05
12545,20.5,E,12.13
12546,21.6,E,18.77
12547,23.88,E,18.64
12548,5.31,A,30.37
12549,13.58,C,25.55
12550,14.98,C,17.88
12551,9.99,B,15.84
12552,7.9,A,10.2
12553,15.61,D,7.83
12554,8.39,B,13.97
12555,9.44,B,6.62
12556,13.59,C,17.79
12557,11.8,B,15.13
12558,18.94,D,22.02
12559,7.89,A,22.28
12560,12.29,C,9.93
12561,10.78,B,21.86
12562,14.49,C,16.5
12563,9.17,B,26.4
12564,20.99,E,22.61
12565,20.31,D,5.89
12566,12.98,B,19.67
12567,15.99,C,19.5
12568,11.06,B,13.47
12569,12.74,C,17.73
12570,9.44,B,13.45
12571,12.35,B,5.6
12572,8.67,B,10.73
12573,10.99,B,21.16
12574,11.06,B,14.03
12575,11.99,C,14.84
12576,8.39,B,8.1
12577,20.99,E,36.28
12578,7.21,A,18.91
12579,9.49,B,14.32
12580,7.26,A,15.67
12581,8.46,A,5.38
12582,12.79,C,21.33
12583,11.47,B,23.04
12584,13.33,C,24
12585,17.99,D,19.35
12586,12.12,B,12.31
12587,11.44,B,14.26
12588,14.09,B,17.41
12589,12.12,B,11.43
12590,7.21,A,11.83
12591,25.89,G,23.85
12592,11.55,B,11.26
12593,10.91,B,20.08
12594,9.99,B,25
12595,11.12,B,3.46
12596,11.99,B,10.8
12597,14.08,C,12.2
12598,9.75,B,15.28
12599,8.19,A,21.03
12600,19.92,D,14.08
12601,12.99,C,4.91
12602,7.89,A,24.16
12603,11.14,B,19.53
12604,18.94,D,6.59
12605,17.99,D,29.03
12606,18.99,E,21.28
12607,8.59,A,33.89
12608,9.93,B,6
12609,11.39,B,29.61
12610,7.89,A,20.67
12611,8.19,A,18.62
12612,7.34,A,26.6
12613,6.99,A,5.79
12614,13.99,C,22.71
12615,13.59,C,16.69
12616,12.85,B,14.8
12617,6.89,A,29.02
12618,18.55,E,12.59
12619,18.06,D,7.21
12620,16.29,D,26.34
12621,12.69,C,27.57
12622,9.8,B,16.45
12623,13.65,C,13.74
12624,15.05,C,43.56
12625,9.17,B,3.49
12626,8.99,B,10.55
12627,13.49,C,9.73
12628,13.99,C,18.56
12629,12.79,C,21.98
12630,11.39,B,30.33
12631,12.99,C,19.31
12632,21.48,E,4.48
12633,13.56,C,25.55
12634,8.39,A,30.28
12635,11.99,C,10.56
12636,13.33,C,5
12637,10.75,B,10.16
12638,8.18,B,18.74
12639,13.35,C,27.76
12640,23.4,E,6.78
12641,13.53,B,14.18
12642,19.69,E,17.76
12643,10.15,B,18.63
12644,5.31,A,22.69
12645,11.39,B,13.69
12646,10.42,B,5.4
12647,9.93,B,21.46
12648,15.61,C,19.7
12649,11.98,B,12.02
12650,21.18,E,13.8
12651,11.99,B,6.32
12652,7.21,A,11.68
12653,12.74,C,6.07
12654,8.24,B,7.37
12655,6.24,A,12.69
12656,11.47,B,17.87
12657,11.99,B,8.02
12658,11.67,B,16.2
12659,12.73,B,8.76
12660,8.24,B,8.05
12661,9.16,B,16.51
12662,5.32,A,26.47
12663,10.91,B,30
12664,10.99,B,13.77
12665,16.99,D,13.62
12666,14.65,C,3.99
12667,17.86,D,7.22
12668,11.55,B,6.52
12669,10.91,B,77.67
12670,7.89,A,28.83
12671,7.97,A,25.92
12672,16.02,C,2.4
12673,13.99,C,11.12
12674,13.59,C,12.45
12675,22.39,E,23.86
12676,11.99,B,27.25
12677,6.11,A,14.33
12678,16.99,D,19.75
12679,11.98,B,21.52
12680,19.99,D,24.17
12681,11.05,B,31.61
12682,9.44,B,7.36
12683,6.89,A,25.08
12684,7.99,A,11.1
12685,14.99,C,22.97
12686,6.99,A,20.04
12687,10.49,B,24.48
12688,5.32,A,8.96
12689,17.99,D,14.47
12690,8.49,B,8.96
12691,16.14,C,30.64
12692,8.99,B,8.67
12693,15.59,C,32.23
12694,9.17,B,22.21
12695,12.69,C,26.45
12696,23.99,E,7.68
12697,11.99,B,31.38
12698,15.05,C,30.18
12699,18.24,D,16.8
12700,28.72,F,1.92
12701,18.99,D,27.79
12702,18.24,D,16.63
12703,8.99,B,21.24
12704,10.99,B,11.75
12705,6.24,A,18.18
12706,14.46,C,9.34
12707,23.13,F,31.03
12708,13.56,C,2.08
12709,10.91,B,13.43
12710,16.99,D,10.92
12711,12.39,C,12.32
12712,13.67,C,15.1
12713,10.99,B,6.37
12714,13.49,C,18.81
12715,16.14,C,13.62
12716,15.05,C,26.2
12717,7.49,A,1.81
12718,13.18,C,21.55
12719,22.99,F,23.69
12720,10.47,B,96.5
12721,24.99,F,14.9
12722,11.53,B,33.3
12723,16.99,D,29.6
12724,11.55,B,12.74
12725,11.06,B,2.07
12726,8.99,B,11.94
12727,21.45,D,13.37
12728,15.61,D,23.72
12729,15.41,D,20.94
12730,19.99,E,15.15
12731,8.99,B,11
12732,15.8,C,4.5
12733,10.33,B,7.39
12734,15.99,C,23.34
12735,17.57,D,31.2
12736,9.49,B,12.12
12737,11.53,B,12.62
12738,13.59,C,7.98
12739,16.99,D,28.95
12740,15.05,C,31.61
12741,21.85,D,4.44
12742,20,D,18.49
12743,15.8,C,15.65
12744,10.47,B,25.52
12745,12.74,C,8.29
12746,15.02,C,13.15
12747,23.83,F,19.54
12748,6.03,A,0.91
12749,25.88,F,25.63
12750,7.89,A,20.93
12751,10.08,B,16.45
12752,9.76,B,19.99
12753,5.32,A,29.06
12754,12.74,C,6.4
12755,17.97,D,12.3
12756,7.49,A,15.97
12757,25.88,F,6.53
12758,11.99,B,23.86
12759,6.49,A,27.14
12760,11.49,B,3.15
12761,5.32,A,6.79
12762,11.53,B,5.16
12763,9.93,B,20.13
12764,7.12,A,19.82
12765,16.91,C,9.39
12766,13.49,C,13.09
12767,12.79,C,17.45
12768,17.86,D,16.55
12769,14.64,C,17.31
12770,12.74,C,21.37
12771,10.47,B,19.72
12772,16.14,C,28.71
12773,13.49,C,20.74
12774,23.4,E,8.67
12775,8.6,A,24.53
12776,5.32,A,15.95
12777,16.29,D,14.94
12778,17.47,D,10.01
12779,9.99,B,10.84
12780,14.47,C,8.34
12781,7.66,A,8.03
12782,9.49,B,20.53
12783,16.01,C,32.4
12784,16.29,D,21.63
12785,7.35,A,12.86
12786,14.08,C,14.12
12787,24.85,E,32.21
12788,5.32,A,13.33
12789,23.7,F,10.3
12790,7.24,A,10.23
12791,13.68,C,22.39
12792,10.42,B,44.23
12793,10.99,B,10.45
12794,26.77,G,46.92
12795,10.91,B,14.48
12796,8.39,B,20.11
12797,9.75,B,22.57
12798,9.93,B,26.31
12799,12.74,C,7.78
12800,17.47,D,75.85
12801,23.87,E,13.5
12802,21.45,D,57.96
12803,11.49,B,11.08
12804,7.97,A,43.4
12805,16.55,D,25.68
12806,7.12,A,15.17
12807,5.32,A,17.42
12808,10.15,B,28.48
12809,9.17,B,22.08
12810,10.07,B,19.48
12811,5.32,A,9.11
12812,10.49,B,30.85
12813,16.02,C,18.43
12814,10.9,B,13.93
12815,7.99,A,22.64
12816,13.99,C,70.92
12817,12.79,C,6.54
12818,12.69,C,17.23
12819,10.9,B,19.96
12820,10.99,B,11.04
12821,14.52,C,12.52
12822,12.69,C,31.66
12823,9.92,B,7.76
12824,10.99,B,7.63
12825,23.4,E,26.93
12826,13.49,C,17.23
12827,7.89,A,3.35
12828,6.67,A,15.6
12829,10.49,B,15.62
12830,13.58,C,33.54
12831,19.03,D,4.86
12832,14.46,C,3.86
12833,25.82,E,24.36
12834,24.99,F,23.85
12835,11.06,B,23.56
12836,10.42,B,23.25
12837,12.13,B,22.92
12838,13.99,C,3.86
12839,19.52,D,23
12840,8.18,B,25.77
12841,9.44,B,4.78
12842,14.64,C,27.82
12843,14.99,C,23.46
12844,11.44,B,25.57
12845,14.08,C,30.37
12846,19.52,E,14.96
12847,12.79,C,13.52
12848,11.44,B,18.94
12849,6.46,A,9.79
12850,14.99,C,14.55
12851,13.59,C,16.32
12852,10.33,B,6.92
12853,7.9,A,10.98
12854,26.3,E,37.36
12855,7.46,A,13.56
12856,18.25,D,45.09
12857,12.29,C,10.83
12858,16.02,C,24.58
12859,5.32,A,7.45
12860,23.5,F,7.49
12861,16.02,C,30.92
12862,10.15,B,26.01
12863,11.49,B,16.85
12864,5.32,A,22.08
12865,5.31,A,5.21
12866,14.65,C,17.46
12867,6.72,A,21.84
12868,11.67,B,31.1
12869,18.24,D,4.47
12870,12.73,B,17.53
12871,10.99,B,14.22
12872,6.68,A,14.14
12873,5.32,A,16.4
12874,8.46,A,8.4
12875,10.75,B,33.23
12876,12.99,C,15.03
12877,9.88,B,24.46
12878,9.17,B,26.32
12879,17.27,D,21.23
12880,17.09,D,15.22
12881,6.11,A,19.8
12882,11.11,B,15.63
12883,11.49,B,22.53
12884,7.9,A,19.88
12885,11.44,B,18.32
12886,16.02,C,7.97
12887,11.49,B,22.08
12888,6.11,A,14.49
12889,18.99,D,13.65
12890,11.49,B,12
12891,21.45,D,14.06
12892,9.93,B,29.74
12893,17.27,C,14.5
12894,12.69,C,19.48
12895,19.92,D,22.93
12896,15.49,C,13.25
12897,6.19,A,10.07
12898,13.35,C,7.62
12899,23.1,E,11.12
12900,16.69,E,1.42
12901,11.49,B,15.06
12902,5.31,A,10.24
12903,8.99,B,17.6
12904,11.49,B,15.63
12905,13.33,C,25.89
12906,16.29,D,25.29
12907,26.3,E,32.49
12908,9.49,B,16.1
12909,6.99,A,21.24
12910,7.35,A,25.7
12911,20.89,D,34.21
12912,8.18,B,20.93
12913,19.03,D,15.76
12914,19.92,D,27.67
12915,10.42,B,5.05
12916,10.99,B,14.41
12917,15.05,C,8.58
12918,10.64,B,20.76
12919,5.31,A,12.48
12920,9.75,B,11.79
12921,14.47,C,8.94
12922,8.24,B,33.88
12923,9.44,B,23.15
12924,16.02,C,
12925,8.18,B,14.7
12926,12.99,C,3.96
12927,5.32,A,15.72
12928,5.32,A,12.64
12929,18.55,E,30.08
12930,17.14,D,27.69
12931,12.99,C,17.14
12932,16.99,D,18.28
12933,21.85,D,44.59
12934,6.62,A,2.97
12935,14.08,C,19.3
12936,12.69,C,22.2
12937,13.59,C,30.46
12938,13.18,C,30.93
12939,13.67,C,28.51
12940,11.99,B,28.6
12941,7.59,A,12.44
12942,19.05,D,31
12943,8.9,A,20.38
12944,25.57,F,23.19
12945,5.32,A,8.12
12946,14.99,C,28.7
12947,18.94,D,5.5
12948,12.69,C,21.51
12949,7.21,A,16.67
12950,13.98,C,25.35
12951,9.99,B,15.42
12952,15.31,C,19.4
12953,19.52,E,22.2
12954,9.17,B,5.47
12955,7.34,A,17.92
12956,7.49,A,7.96
12957,16.2,C,18.19
12958,6.03,A,7.75
12959,10.91,B,20.04
12960,18.99,D,30.76
12961,12.62,C,18.84
12962,7.21,A,16.91
12963,12.62,C,22.7
12964,11.55,B,10.34
12965,10.91,B,15.83
12966,13.99,C,17.42
12967,7.21,A,13.32
12968,24.49,E,2.88
12969,9.17,B,17.05
12970,12.73,B,27.35
12971,7.24,A,9.84
12972,6.11,A,19.48
12973,13.66,C,29.49
12974,6.49,A,17.21
12975,15.31,C,6.31
12976,7.9,A,3.05
12977,14.08,C,18.63
12978,22.99,F,18.95
12979,5.32,A,27.26
12980,13.06,C,13.2
12981,14.64,C,30.4
12982,20.49,E,11.69
12983,18.94,D,7.08
12984,8.39,A,11.74
12985,12.61,C,14.97
12986,7.35,A,12.43
12987,20.89,D,10.52
12988,16.02,C,27.77
12989,18.49,D,21.56
12990,11.99,B,20.43
12991,20.99,E,13.48
12992,12.79,C,19.07
12993,15.31,C,25.49
12994,11.99,B,9.03
12995,9.44,B,9.09
12996,10.49,B,16.42
12997,16.91,C,19.29
12998,9.16,B,12.36
12999,24.5,F,19.71
13000,24.08,F,24.1
13001,14.08,C,23.97
13002,17.57,D,23.6
13003,10.49,B,1.75
13004,8.18,B,18.84
13005,8.39,A,6.57
13006,17.99,D,32.43
13007,18.99,D,0.48
13008,12.99,C,6.31
13009,9.16,B,21.12
13010,13.67,C,34.87
13011,15.61,D,27.71
13012,7.34,A,12.78
13013,28.88,G,32.29
13014,22.74,E,14.27
13015,15.61,D,18.69
13016,16.99,D,28.93
13017,9.58,B,12.12
13018,14.3,C,17.42
13019,9.44,B,13.21
13020,14.47,C,22.11
13021,21.85,D,16.64
13022,10.42,B,20.02
13023,12.99,B,8.4
